Name,Location,URL,datetime,lon,lat,genre,pay,about,pornpoints,pornpercent,pornlevel
Spanish to English Translator,wenatchee,http://wenatchee.craigslist.org/wrg/5794565019.html,2016-09-22T16:06:53-0700,47.4253,-120.3273,writing,$30 / hr,We have an opportunity for a small part time gig. This would entail translating video footage of Spanish interviews. Email taylor (at) voortexproductions (dot) com for more details.    ,0,0.0,0
Visual Merchandising Opportunity,wenatchee,http://wenatchee.craigslist.org/crg/5790650307.html,2016-09-20T09:58:44-0700,47.4253,-120.3273,creative,13$/hr,Visual Merchandising project that will require you to go to specific department stores (multiple doors) and re-merchandise a new product on the selling floor and photograph results. You will be paid 3 hours per store even if it takes you 30 minutes.You may complete the project during any store hours great for night/weekend freelance work for some extra cash.   Must have retail experience and please send resume.    ,0,0.0,0
Looking for beginner Banjo lesson,wenatchee,http://wenatchee.craigslist.org/tlg/5782871318.html,2016-09-15T08:56:21-0700,47.4253,-120.3273,talent,DOE,Looking for someone to give some beginner banjo lessons just 1 or 2 lessons that will help me get off the ground with a few basics. I am a good self learner and can use books and youtube as study guides but I think an in-person lesson from someone with some experience would be really helpful.      Looking for 3finger/scruggs style picking specifically. Maybe an hour lesson with decent pay depending on experience.    ,0,0.0,0
PT SECRET SHOPPERS POSITION,kpr,http://kpr.craigslist.org/lbg/5846649871.html,2016-10-25T21:09:15-0700,47.4259,-122.4644,labor,Negotiable mode of payment that is acceptable by you,Second To None Shopper Inc is looking for dedicated and hardworking individuals who has a job but isn't making enough and would just like a little extra fund income by working either as a PT/FT. Candidate must be at least 18yrs. Text    show contact info   for more details.   ,0,0.0,0
Vag com,wenatchee,http://wenatchee.craigslist.org/cpg/5829280575.html,2016-10-14T19:37:16-0700,47.429383,-120.299534,computer,100 bucks,Do you have vag com software I will pay you to bleed my Audi brakes.    ,0,0.0,0
Small Adobe Illustrator Projects,seattle,http://seattle.craigslist.org/see/crg/5852025825.html,2016-10-29T10:06:52-0700,47.4648,-122.2075,creative,Pay varies on difficulty of project. $5 per resize, $10 per more difficult edit and so forth. Think Fiverr,0,0.0,0
Sexy Baby Sitter needed,moseslake,http://wenatchee.craigslist.org/dmg/5851530479.html,2016-10-29T02:24:58-0700,47.490583,-120.167746,domestic,CASH,Looking for a sexy young baby sitter to help me out during the week days.       Hope to talk to you soon.  no pic  no reply.    ,5,0.0331125827815,1
Sexy Baby Sitter needed,wenatchee,http://wenatchee.craigslist.org/dmg/5851530479.html,2016-10-29T02:24:58-0700,47.490583,-120.167746,domestic,CASH,Looking for a sexy young baby sitter to help me out during the week days.       Hope to talk to you soon.  no pic  no reply.    ,5,0.0331125827815,1
Anatomy Tutor Needed,wenatchee,http://wenatchee.craigslist.org/dmg/5831897719.html,2016-10-16T16:11:42-0700,47.490583,-120.167746,domestic,12-15/hr,I am looking for a tutor for my Anatomy and Physiology 2 class at WVC.  I pay Cash by the hour and have a flexible schedule. I would like to have someone who has taken the class within the last 2 years.    ,0,0.0,0
Looking for passionate other musicians.,wenatchee,http://wenatchee.craigslist.org/crg/5811999260.html,2016-10-03T21:54:26-0700,47.490583,-120.167746,creative,Unknown,I'm looking for people that are passionate about creating music playing live and being a great rock band. I'm 17 and play guitar looking for drummer bass and singer. Email if interested!!    ,0,0.0,0
Looking for a SEXY maid,wenatchee,http://wenatchee.craigslist.org/dmg/5762692842.html,2016-09-02T09:53:41-0700,47.490583,-120.167746,domestic,CASH,Looking for a girl maybe a student that needs some extra cash every week.  I need my house cleaned while you wear something sexy or maybe even less!.  This can be a once a week ongoing job.  Please reply with a picture and your age in the subject line to weed out the fakes.  Start ASAP  Just tell me how much you want.  CASH TODAY    ,5,0.0139664804469,1
EARN CASH FAST!! part time job opportunity,wenatchee,http://wenatchee.craigslist.org/lbg/5786699503.html,2016-09-17T16:53:13-0700,47.490583,-120.167746,labor,$400 weekly- part time,We are currently seeking honest reliable people who can post our ads on craigslist and get paid every week- $400. Please be at least 18 years old and have internet access.   text Stewart Cogar     show contact info   for more info.    ,0,0.0,0
Pre-calculus 2 tutor needed ASAP,spokane,http://spokane.craigslist.org/dmg/5848882380.html,2016-10-27T09:37:56-0700,47.4943,-117.5834,domestic,$18 an hour,TutorCare is looking for a tutor that can help one of our students with Pre-calculus 2 (MTH 142).      Student is a veteran. He is living in Cheney WA and is attending EWU.      Applicants should have taken MTH 142 or higher.      Please send resume and transcript (or diploma) to tracy dot cao at tutorcare dot com to apply    ,0,0.0,0
PT SECRET SHOPPERS POSITION,kpr,http://kpr.craigslist.org/lbg/5846654462.html,2016-10-25T21:16:20-0700,47.5073,-122.1819,labor,Negotiable mode of payment that is acceptable by you,Second To None Shopper Inc is looking for dedicated and hardworking individuals who has a job but isn't making enough and would just like a little extra fund income by working either as a PT/FT. Candidate must be at least 18yrs. Text    show contact info   for more details.   ,0,0.0,0
Need help with 1980 Ford Pinto,wenatchee,http://wenatchee.craigslist.org/lbg/5808926886.html,2016-10-01T20:40:03-0700,47.514511,-120.544395,labor,$50,I got a my dads pinto when he passed away. It won't start. We jump started it and it's spraying gas toward the radiator. I don't have much money but it is my daily driver and I have no car. This car means so much to me and I miss driving it. I need help fixing it. I will pay for parts and services.    ,0,0.0,0
Needing 5th wheel moved in Wenatchee,wenatchee,http://wenatchee.craigslist.org/lbg/5778707255.html,2016-09-12T13:42:15-0700,47.5412,-120.5609,labor,Negotiable,We need our 35ft 5th wheel trailer moved from Wenatchee to Dryden. Fifth wheel hitch needed.    ,0,0.0,0
PT SECRET SHOPPERS POSITION,kpr,http://kpr.craigslist.org/lbg/5846669696.html,2016-10-25T21:40:53-0700,47.5682,-121.8896,labor,Negotiable mode of payment that is acceptable by you,Second To None Shopper Inc is looking for dedicated and hardworking individuals who has a job but isn't making enough and would just like a little extra fund income by working either as a PT/FT. Candidate must be at least 18yrs. Text    show contact info   for more details    ,0,0.0,0
$^Make Money Driving Up to $5k Per Month^%,seattle,http://seattle.craigslist.org/kit/dmg/5847058474.html,2016-10-26T07:46:20-0700,47.5746,-122.3934,domestic,Up to $5k Per Month,"CitizenShipper is a new way for you to turn your vehicle into a money-making machine.       All across the country people are looking to get stuff shipped. We connect those people with people like you who have spare room in their car or truck and who are can perform shipments.       Join the CitizenShipper community today and start making money with your vehicle.       Experience not required.      Visit ""CitizenShipper[dot] com"" to sign up today... or Google ""citizenshipper jobs""   ",0,0.0,0
Roofing advice!,seattle,http://seattle.craigslist.org/kit/lbg/5852059373.html,2016-10-29T10:25:11-0700,47.5754,-122.6958,labor,Pay to fix the roof leaks and diagnose if the roof is up to code/reliable,"This is a repost. I didn't get any replies last time but realized they may go to spam so I'm putting the ad up again.       Hello!      I need some advice on how to proceed with my roofer. I hired this roofer to reroof my home. He ended up tearing it off and then left the roof off on my home for two days and we had some very bad rain. It ended up leaking through to the interior of my home and there is water damage in numerous places in my ceiling plus a wet carpet. There is also a new leak in my laundry room that wasn't there before.       When confronted the roofer (Landon Paul roofing) told me that he is sorry but it isn't his fault and that I should expect leaks when I get a new roof as he cant control the weather. He said he tarped it (found out he tarped it Thursday morning after tearing off on a tue) and that should have kept the rain out. He denies there's any damage and he did ""quality"" work.       Is there anything I can do?  Do I have to pay him the rest of his money? I'm already going to have to hire someone to repair the interior from leaks plus a carpet cleaner to clean the carpet. Plus someone to redo his shoddy job. He is insured and bonded but I can't get through to anyone to make a claim at his insurance company.       Need someone with references and a lot of experience to diagnose this problem and fix the roof so there are no leaks.       Thank you!    ",0,0.0,0
Snow Sports Gig.,bellingham,http://bellingham.craigslist.org/evg/5850555693.html,2016-10-28T10:34:06-0700,47.5846,-122.3005,event,50% commission,Basket Buds Sales Gig.   www.basketbud.com      Hello       Thank you for viewing our posting. I'll keep this short and to the point. We are a brand new winter sports company debuting this winter and we need your help getting the word out. This is a commission based gig and if you choose to partake you earn 50% of what you sell!       We sell custom ski pole baskets that fit all ski poles. Our flagship model is the marijuana leaf shaped ski basket. We do have a variety of shapes and sizes coming soon but the green and purple leafs are whats currently available.       Still interested? Find out more about the company online www.basketbud.com      The gig: we do not have the resources to hire sales persons at this time so we are offering this great promotion... we offer a 50% cash commission on every pair of baskets that you sell. Our baskets are priced between $9.99 and $19.99. That's about 5-10 bucks a pair. In your pocket.       We are looking for cool people who live in ski towns or have connections to the ski culture.       We are the first company to do this and the feedback we are getting is tremendous! This could be a great way to get your foot in the door with us at our ground level.       Still interested? Shoot us an email and well schedule a Skype chat to see if were a match.       Cheers!      The Basket Buds Team   www.basketbud.com    ,0,0.0,0
I have SUV to help u move or deliver,seattle,http://seattle.craigslist.org/see/lbg/5851980117.html,2016-10-29T09:41:58-0700,47.5846,-122.3005,labor,Depends on where,I have myself & a ford explorer that is aval to work today and all weekend. i need to make some extra $$ so im offering my services..do you need a ride to move some stuff dump run 2o6airport run personal errands 853 you name it.. Fee is neg.. Please text 72 61..im in Seattle but can drive anywhere    ,0,0.0,0
PT SECRET SHOPPERS POSITION!,kpr,http://kpr.craigslist.org/lbg/5846643850.html,2016-10-25T21:00:11-0700,47.5857,-122.0345,labor,Negotiable mode of payment that is acceptable by you,Second To None Shopper Inc is looking for dedicated and hardworking individuals who has a job but isn't making enough and would just like a little extra fund income by working either as a PT/FT. Candidate must be at least 18yrs. Text    show contact info   for more details.   .    ,0,0.0,0
Studio Assistant,olympic,http://seattle.craigslist.org/see/crg/5852511755.html,2016-10-29T15:13:43-0700,47.5903,-122.3263,creative,15/hour TBD,A new womenswear e-commerce brand based in Seattle is looking for a freelance studio assistant :      Responsibilities:   -assist with inventory stock-take   -packaging and shipping of products   -assist with web-shop sales   -liaising with factories and checking quality of samples   -communicating with boutiques / buyers   -day-to-day admin tasks      Qualifications:   -interest and knowledge of fashion and clothing preferred; students are welcome to apply   -sharp eye for details and quality   -communicative and responsible      Job Type: Part-time      Required education:      High school or equivalent    ,0,0.0,0
Studio Assistant,seattle,http://seattle.craigslist.org/see/crg/5852511755.html,2016-10-29T15:13:43-0700,47.5903,-122.3263,creative,15/hour TBD,A new womenswear e-commerce brand based in Seattle is looking for a freelance studio assistant :      Responsibilities:   -assist with inventory stock-take   -packaging and shipping of products   -assist with web-shop sales   -liaising with factories and checking quality of samples   -communicating with boutiques / buyers   -day-to-day admin tasks      Qualifications:   -interest and knowledge of fashion and clothing preferred; students are welcome to apply   -sharp eye for details and quality   -communicative and responsible      Job Type: Part-time      Required education:      High school or equivalent    ,0,0.0,0
Females! Ever thought of the adult film industry!,olympic,http://seattle.craigslist.org/see/tlg/5852489531.html,2016-10-29T14:56:24-0700,47.6114,-122.3305,talent,$$$$$$,Have you ever thought of being an adult actress? Well your time is now. My business is located in Seattle but I am here on cl to find a new actress for a short film my company is making. The pay will be $500-1000 for the short film. Slots will be going quickly. I am looking for two different females. If interested please reply to the ad. Please send front and back photos to be considered!    ,0,0.0,0
Females! Ever thought of the adult film industry!,seattle,http://seattle.craigslist.org/see/tlg/5852489531.html,2016-10-29T14:56:24-0700,47.6114,-122.3305,talent,$$$$$$,Have you ever thought of being an adult actress? Well your time is now. My business is located in Seattle but I am here on cl to find a new actress for a short film my company is making. The pay will be $500-1000 for the short film. Slots will be going quickly. I am looking for two different females. If interested please reply to the ad. Please send front and back photos to be considered!    ,0,0.0,0
*********** We Will PaY You $500/per ACC!!!...*********,seattle,http://seattle.craigslist.org/see/dmg/5811111122.html,2016-10-03T11:07:08-0700,47.6114,-122.3305,domestic,Apply Today___,You'll earn $500 for just 15 minutes of your time!      I only require that you be 18+ and are connected to the internet with a computer.      Payments are made through Paypal. Earn even more by sending referrals.      I need 15 F.b accounts today spots are limited. Send a message to get started!                              113-123-123__123_123_123_123   Limited offer! So the sooner the better!----------------------------------    ,0,0.0,0
Music & Fashion reviewers wanted,seattle,http://seattle.craigslist.org/see/wrg/5830773266.html,2016-10-15T19:53:15-0700,47.6114,-122.3305,writing,Pay is based on length of reviews,Work on the computer or on your phone WHENEVER and WHEREVER you want. No set work schedule you decide when you want to work. It's a very easy way to turn your spare time to money. You can apply no matter what your gender age religion nationality IQ skill set or schooling is. If you like music or fashion you can get paid for your opinion. (BBB accredited/certified. Legitimate real time pay.) Reviewing is very simple and very straightforward. All you have to do is listen to 90 second music clips or view fashion pieces. Minimum review requirement is 60 words. Thats it. Its that easy! If you are interested please email me for more information.    ,0,0.0,0
Cartoonist?,seattle,http://seattle.craigslist.org/see/crg/5852250129.html,2016-10-29T12:14:56-0700,47.6116,-122.3056,creative,Unknown,Seriously have no idea what to call you right now.      But me along with a 2 other amazing women have an amazing idea and we would like to make our vision a reality. It's an idea for a cartoon series that is the best idea ever.       We need someone maybe in school (or not doesn't matter( that is great with design. We have the idea the characters and ... Shit. But I think this is going to be a big thing I'm even going to screenshot this post so I can scrapbook it when I'm famous. I will not pay you because I'm poor. This would e a side project for you that will possibly get you famous ... So yeah...      If you have any idea where I'm going with this (since I tend to ramble) and think you can help contact me and I will give you more details. Let's make sweet beautiful art together.    ,0,0.0,0
@#Looking for Part Time Work?<>Up to $35ph Running Groceries!~$,bellingham,http://bellingham.craigslist.org/dmg/5850267332.html,2016-10-28T08:05:41-0700,47.6155,-122.2072,domestic,$35ph,"Get Paid to pickup groceries for people in your community. Start Today.      Visit GroceryBuddi[dot]com"" to sign up    ",0,0.0,0
Sugar Daddy seeking college student,seattle,http://seattle.craigslist.org/est/tlg/5852490791.html,2016-10-29T14:57:18-0700,47.6155,-122.2072,talent,discussion,"Sugar Daddy seeking female student       I'm a business professional in mid thirties. I'm looking for a young college    student who would like to get some assistance from me. I live in Bellevue    downtown clean cut athletic build and handsome.       Please email if you're interested. Only 1 person will be selected.      I'm so busy with work that I do not have time to date.       Please send me 4 photos (face & body shots) and what you're looking for in assistance.      -must be under 120 lbs   -must be under 5'10""         *Must be over 18 years of age    ",0,0.0,0
Looking for passenger,spokane,http://spokane.craigslist.org/dmg/5848819072.html,2016-10-27T09:05:01-0700,47.6156,-117.3622,domestic,Unknown,I will be driving to Arizona sometime this month and looking for a passenger to drive with me. I can pay for a plane ticket back or offer a ride for someone trying to get down to AZ. NO TEXTS. Call Betty.    show contact info   ,0,0.0,0
REAL ESTATE EXAM TUTOR NEEDED!,medford,http://medford.craigslist.org/dmg/5842128402.html,2016-10-23T04:27:31-0700,47.6174,-122.1426,domestic,TBN,I just completed my real estate course and I'm planning on taking my license exam soon! I need a tutor or study buddy! I am willing to give reasonable pay or compensation. I am willing to drive to Medford. If interested please text call or email.    ,0,0.0,0
Carpet Installation,seattle,http://seattle.craigslist.org/est/lbg/5823800805.html,2016-10-11T11:47:24-0700,47.627455,-122.176208,labor,tbd,Looking for someone to install carpet on 20 pie shaped stairs with a wall on one side and a post on the other.       Please be licenced and bonded.    ,0,0.0,0
Female Models (18+),spokane,http://spokane.craigslist.org/crg/5807122297.html,2016-09-30T15:35:36-0700,47.6294,-117.4041,creative,Unknown,I'm a photographer seeking female models to increase my portfolio. I'm looking for models between 18 and 60 years of age any body types welcome and proof of ID and age required      This is an adult photography shoot so please have an open mind.      I'm open to locations and times to shoot but would love to see who's interested.      If interested please reply to this ad and to eliminate spam please include in the message:   age a headshot and a full body shot and maybe a bit about what type of photography you are open to.       Thanks    ,0,0.0,0
Femal Models (18+),spokane,http://spokane.craigslist.org/tlg/5848805107.html,2016-10-27T08:57:46-0700,47.6294,-117.4041,talent,Unknown,I'm a photographer seeking female models to increase my portfolio. I'm looking for models between 18 and 60 years of age any body types welcome and proof of ID and age required      Ithis is an adult photography session.      If you have any questions I'm happy to answer anything.      I am trading modeling for copies of all photos provided (al photos will be digitally edited).       I'm open to locations and times to shoot but would love to see who's interested.      If interested please reply to this ad and to eliminate spam please include in the message:   age a headshot and a full body shot and maybe a bit about what type of pics you would like.       Thanks    ,0,0.0,0
Advanced Spanish Tutor Needed,olympic,http://olympic.craigslist.org/dmg/5805959926.html,2016-09-30T00:00:24-0700,47.6302,-122.321,domestic,Negotiable,I am an advanced Spanish speaker looking for someone to ruthlessly correct my mistakes.  I am seeking someone with tutoring experience who understands grammar and can improve my speaking with regard to verb conjugations pronouns and gender agreement subjunctive constructions pronunciation other errors I may not be aware of and to generally help me speak the language more naturally and correctly.      I would preferably work with someone bilingual in English who can also help me work on interpreting as well as that is my ultimate goal. I need to work on Consecutive Interpreting and especially on Sight Translating skills so a DSHS Certified interpreter would be ideal.  I may need more than one tutor.      Please send me an email if you have successful experience with tutoring regarding any of the above.      Thank you!      ,0,0.0,0
Female Models 18-35 Needed for Creative Project ($125/hr),seattle,http://seattle.craigslist.org/see/tlg/5852354780.html,2016-10-29T13:21:16-0700,47.6302,-122.321,talent,$125/hour,I am an experienced female photographer/artist who needs some talent for a fall-themed creative project I am doing. This project is an extension of what I've done for the spring and summer seasons. I'm trying to focus on three parts of the body in the context of the season: the face the hands and the feet. The face/head is where your power of expression and intelligence comes from the hands are your manipulators and allow you to achieve what you want and your feet empower you to move through the world.      I'd like to choose two to three women to do a two-hour (maximum) shoot with. I'd prefer some experience although it isn't absolutely necessary. I will prepay for two hours of work ($250) before the shoot starts and I expect it to be shorter than that. If we don't use the full two hours you'll still keep the full amount.      Please send some examples of your work and please include a clear head-shot and pictures of the tops and palms of your hands and the tops and soles of your feet as those are the focus areas.       Thanks!   Aleina    ,0,0.0,0
Cleaning and painting 12hr,spokane,http://spokane.craigslist.org/dmg/5849800519.html,2016-10-27T20:12:22-0700,47.646661,-117.360343,domestic,12hr,hello i need help getting my house ready to sell touch up paint and cleaning text me. you must be a hard worker or i will ask you to leave. so if you expect me to pay you for looking at your phone dont bother    ,0,0.0,0
Work for Buskins!,yakima,http://yakima.craigslist.org/cpg/5840957051.html,2016-10-22T08:51:29-0700,47.6496,-117.2581,computer,25%,Im looking for TWO rock star to join my team. Start up is as little as 18.99 and not only does that include you affiliate link like me but you also get one pair of free leggings!!  Join my facebook group and ask me questions!!!!!  https://www.facebook.com/groups/205059336593230   https://rebeccab.mybuskins.com/join/    ,0,0.0,0
Experienced Roofers,pullman,http://pullman.craigslist.org/lbg/5825555571.html,2016-10-12T13:02:26-0700,47.6501,-117.4298,labor,$10-$15/sq DOE,Looking for strong motivated hands to fill out our roofing crews in Spokane    ,0,0.0,0
Seeking Male Nipple Model,moseslake,http://spokane.craigslist.org/crg/5851013798.html,2016-10-28T14:55:20-0700,47.6517,-117.0838,creative,Yes, based upon body.,0,0.0,0
Seeking Male Nipple Model,spokane,http://spokane.craigslist.org/crg/5851013798.html,2016-10-28T14:55:20-0700,47.6517,-117.0838,creative,Yes, based upon body.,0,0.0,0
```#Collect extra crazy-money to taking short surveys online !!#```,lewiston,http://spokane.craigslist.org/evg/5851567023.html,2016-10-29T04:13:27-0700,47.6547,-117.381,event,Unknown,Internet centric research company actively looking for online consumers who are eager    in answering survey questions about common brands like Reebok and Subway.    Very simple to sign yourself up & no previous experience neccessary.    To start just check out our web site and get started. We hope to see you soon!   http://earnrewards.xyz   ,0,0.0,0
Quick E@rning by taking online Survey:$35+ Daily..!!```,lewiston,http://spokane.craigslist.org/evg/5851567962.html,2016-10-29T04:15:28-0700,47.6547,-117.381,event,Unknown,Thank you for your interest!   Generate extra financial gain.I want some nice peeps to assist Pine Tree State out this season.   Small temporary worker or continual gigs obtainable for qualified chance seekers in your town.   If you have taken half in any reasonably survey focus cluster or on-line surveys      this is an ideal job for you :   http://earncash.tech   ,0,0.0,0
```#Collect extra crazy-money to taking short surveys online !!#```,moseslake,http://spokane.craigslist.org/evg/5851567023.html,2016-10-29T04:13:27-0700,47.6547,-117.381,event,Unknown,Internet centric research company actively looking for online consumers who are eager    in answering survey questions about common brands like Reebok and Subway.    Very simple to sign yourself up & no previous experience neccessary.    To start just check out our web site and get started. We hope to see you soon!   http://earnrewards.xyz   ,0,0.0,0
Quick E@rning by taking online Survey:$35+ Daily..!!```,moseslake,http://spokane.craigslist.org/evg/5851567962.html,2016-10-29T04:15:28-0700,47.6547,-117.381,event,Unknown,Thank you for your interest!   Generate extra financial gain.I want some nice peeps to assist Pine Tree State out this season.   Small temporary worker or continual gigs obtainable for qualified chance seekers in your town.   If you have taken half in any reasonably survey focus cluster or on-line surveys      this is an ideal job for you :   http://earncash.tech   ,0,0.0,0
Moving 29 Ft Trailer from Pullman to Davenport,moseslake,http://spokane.craigslist.org/lbg/5851037624.html,2016-10-28T15:11:16-0700,47.6547,-117.381,labor,Cash,Need help moving a 29 foot trailer from Pullman to Davenport over the weekend. Send me an all inclusive quote and I'll get back with you!      ,0,0.0,0
```#Collect extra crazy-money to taking short surveys online !!#```,spokane,http://spokane.craigslist.org/evg/5851567023.html,2016-10-29T04:13:27-0700,47.6547,-117.381,event,Unknown,Internet centric research company actively looking for online consumers who are eager    in answering survey questions about common brands like Reebok and Subway.    Very simple to sign yourself up & no previous experience neccessary.    To start just check out our web site and get started. We hope to see you soon!   http://earnrewards.xyz   ,0,0.0,0
Quick E@rning by taking online Survey:$35+ Daily..!!```,spokane,http://spokane.craigslist.org/evg/5851567962.html,2016-10-29T04:15:28-0700,47.6547,-117.381,event,Unknown,Thank you for your interest!   Generate extra financial gain.I want some nice peeps to assist Pine Tree State out this season.   Small temporary worker or continual gigs obtainable for qualified chance seekers in your town.   If you have taken half in any reasonably survey focus cluster or on-line surveys      this is an ideal job for you :   http://earncash.tech   ,0,0.0,0
Moving 29 Ft Trailer from Pullman to Davenport,spokane,http://spokane.craigslist.org/lbg/5851037624.html,2016-10-28T15:11:16-0700,47.6547,-117.381,labor,Cash,Need help moving a 29 foot trailer from Pullman to Davenport over the weekend. Send me an all inclusive quote and I'll get back with you!      ,0,0.0,0
Quick E@rning by taking online Survey:$35+ Daily..!!,spokane,http://spokane.craigslist.org/evg/5849364568.html,2016-10-27T14:02:14-0700,47.6547,-117.381,event,Unknown,Thank you for your interest!   Generate extra financial gain.I want some nice peeps to assist Pine Tree State out this season.   Small temporary worker or continual gigs obtainable for qualified chance seekers in your town.   If you have taken half in any reasonably survey focus cluster or on-line surveys      this is an ideal job for you :   http://earncash.tech   ,0,0.0,0
Sexy Female Models Wanted for Photo Work! Must be 32+ Years of Age,spokane,http://spokane.craigslist.org/tlg/5849045778.html,2016-10-27T11:02:38-0700,47.6547,-117.381,talent,1500,Looking to hire attractive females to be in an upcoming photo shoot! Models will have the option of selecting the dates and times of shoots they want to work allowing them to create their own schedules!      - Sexy female models must have a toned physique   - Models must be older then 32   - Absolutely no tattoos allowed      All models will earn $1500 cash everyday of shooting! Professional photographers provide instructions to models on-set so no previous experience is needed to apply! Tons of ongoing work will be available if hired!      Apply today and get paid tomorrow!   Name   Age   Contact Info   Several Full Body Images    ,0,0.0,0
``@``Get $500- $700+/ WKâ_¨ Survey Takers Needed!!``@``,spokane,http://spokane.craigslist.org/evg/5847986560.html,2016-10-26T16:23:18-0700,47.6547,-117.381,event,Unknown,We are a Growing Survey Company that currently seeking people to completing Online Surveys.   If you're looking for a straightforward process to earn money then you come to the right place!   There are many benefits:   â– Complete work from the comfort of their own home.   â– Flexible hours.   For more Detail visit us:   Visit us at: http://earnrewards.xyz   ,0,0.0,0
``#``Survey that Pays! Earn $500 - $3500+ monthly```*~`,spokane,http://spokane.craigslist.org/evg/5847987903.html,2016-10-26T16:24:22-0700,47.6547,-117.381,event,Unknown,âùÅWho wants to to make $500 - $3500+ monthly working from your smartphone or computer ???         Just filling out simple surveys very fast and easy work!!!         You can make unlimited money as many survey as you can fill out.         This is real offer! Not Fake!         Just try! Start making money without any investment..         Visit this link and start working! at: http://earnpoint.online   ,0,0.0,0
Ski Swap Sales Help,spokane,http://spokane.craigslist.org/lbg/5848772860.html,2016-10-27T08:40:27-0700,47.661457,-117.346387,labor,$10/hr,I need people to help sell ski and snowboard equipment at the Spokane ski swap October 29th and 30th. The swap will be Saturday from 9 to 5 and Sunday from 9 to 12. I may need you for a few hours after 12 to help load up on Sunday. Pay is $10/hour. Please contact Stan at    show contact info   if you are interested. Swap will be held at the Spokane County Fair and Expo Center.    ,0,0.0,0
EARN CASH WITH YOUR CAR/TRUCK,olympic,http://olympic.craigslist.org/lbg/5808457808.html,2016-10-01T13:30:33-0700,47.6621,-122.6981,labor,earn cash with your car/truck,DRIVE OUT  YOUR CARTRUCKVEHICLE AND MAKE EXTRA CASH IMMEDIATELY Earn 540 weekly by advertise with Your Cartruckvehicle in an Ad with ENERGY DRINKS........   All you just have to do is to have our sticker on your car truck   bike van Etc... To advertise with usPlease text or call for more details     show contact info   for more info.    ,0,0.0,0
Strip tease POV adult video,wenatchee,http://seattle.craigslist.org/see/tlg/5843986710.html,2016-10-24T09:49:30-0700,47.6633,-122.3022,talent,$300.00,Females wanted for strip tease POV video   Must be comfortable with complete nudity.   No experience necessary.   Must be at least 18 years old with photo ID.   Height/weight proportionate.   Masks supplied if model wants to remain anonymous.    ,35,0.128205128205,1
Private collector needs Female Models,lewiston,http://spokane.craigslist.org/tlg/5843516644.html,2016-10-24T05:13:40-0700,47.6665,-117.4365,talent,upto 100.00 per hour of shooting time,I am a amateur photographer in need of some models. You must be over 18 from there beauty is ageless. You will be paid at time of the shoot. Want to have fun and make some extra cash? You must be totally comfortable with your body and nudity. Thank and hope to hear from you. Please include and couple pictures and your comfort level while working? I really just would like a new idea? Something inspiring? I mean everything else has been done. What can you and I do that's new?    ,5,0.00963391136802,1
Online workers,lewiston,http://spokane.craigslist.org/lbg/5851350258.html,2016-10-28T19:54:59-0700,47.6665,-117.4365,labor,Weekly,http://seattle.craigslist.org/oly/lbg/5851162157.html    ,0,0.0,0
Private collector needs Female Models,moseslake,http://spokane.craigslist.org/tlg/5843516644.html,2016-10-24T05:13:40-0700,47.6665,-117.4365,talent,upto 100.00 per hour of shooting time,I am a amateur photographer in need of some models. You must be over 18 from there beauty is ageless. You will be paid at time of the shoot. Want to have fun and make some extra cash? You must be totally comfortable with your body and nudity. Thank and hope to hear from you. Please include and couple pictures and your comfort level while working? I really just would like a new idea? Something inspiring? I mean everything else has been done. What can you and I do that's new?    ,5,0.00963391136802,1
Online workers,moseslake,http://spokane.craigslist.org/lbg/5851350258.html,2016-10-28T19:54:59-0700,47.6665,-117.4365,labor,Weekly,http://seattle.craigslist.org/oly/lbg/5851162157.html    ,0,0.0,0
Winter Snow Sports gig.,moseslake,http://spokane.craigslist.org/evg/5850561067.html,2016-10-28T10:36:45-0700,47.6665,-117.4365,event,50% commission,Basket Buds Sales Gig.   www.basketbud.com      Hello       Thank you for viewing our posting. I'll keep this short and to the point. We are a brand new winter sports company debuting this winter and we need your help getting the word out. This is a commission based gig and if you choose to partake you earn 50% of what you sell!       We sell custom ski pole baskets that fit all ski poles. Our flagship model is the marijuana leaf shaped ski basket. We do have a variety of shapes and sizes coming soon but the green and purple leafs are whats currently available.       Still interested? Find out more about the company online www.basketbud.com      The gig: we do not have the resources to hire sales persons at this time so we are offering this great promotion... we offer a 50% cash commission on every pair of baskets that you sell. Our baskets are priced between $9.99 and $19.99. That's about 5-10 bucks a pair. In your pocket.       We are looking for cool people who live in ski towns or have connections to the ski culture.       We are the first company to do this and the feedback we are getting is tremendous! This could be a great way to get your foot in the door with us at our ground level.       Still interested? Shoot us an email and well schedule a Skype chat to see if were a match.       Cheers!      The Basket Buds Team   www.basketbud.com    ,0,0.0,0
TV Show looking for team of Cabin Contractors,moseslake,http://spokane.craigslist.org/lbg/5850495170.html,2016-10-28T10:03:33-0700,47.6665,-117.4365,labor,Variable,"Do you have a family business or tight-knit team that specializes in renovating or building lake-houses and cabins?      Our production company Dorsey Pictures does shows for HGTV DiY Network and Outdoor Channel and we are casting for a team of ""Cabin Masters"" to be featured in a new series about cabins in Spokane/Coeur d'lene area.      If interested please send us a short bio about your team and pictures & we will contact you about next steps!   ",0,0.0,0
